"feature_id","gene_symbol","ensembl_gene","custom_annotation"
"chr19:56588998-56590297","SIGLEC31P","ENSG00000268847","Promoter (<=1kb)"
"chr19:56642878-56643913","SMIM17","ENSG00000268182","Promoter (<=1kb)"
"chr19:58001923-58003557",NA,"ENSG00000176593","Promoter (<=1kb)"
"chr19:5805870-5806132","NRTN","ENSG00000171119","Promoter (<=1kb)"
"chr19:58386266-58386989","RPS5","ENSG00000083845","Promoter (<=1kb)"
"chr19:590089-590915","HCN2","ENSG00000099822","Promoter (<=1kb)"
"chr19:7520456-7520751",NA,"ENSG00000269371","Promoter (<=1kb)"
"chr19:7523384-7523584","MCOLN1","ENSG00000090674","Promoter (<=1kb)"
"chr19:7677672-7678241","MCEMP1","ENSG00000183019","Promoter (<=1kb)"
"chr19:7787221-7787705","CLEC4GP1","ENSG00000268297","Promoter (<=1kb)"
"chr19:796698-796903","PTBP1","ENSG00000011304","Promoter (<=1kb)"
"chr19:8631193-8631921","NFILZ","ENSG00000268480","Promoter (<=1kb)"
"chr19:893371-894021","RNU6-9","ENSG00000207507","Promoter (<=1kb)"
"chr19:9323492-9324662","ZNF559","ENSG00000188321","Promoter (<=1kb)"
"chr2:10040083-10040304",NA,"ENSG00000260077","Promoter (<=1kb)"
"chr2:101509513-101509935","RPS6P3","ENSG00000237549","Promoter (<=1kb)"
"chr2:101696738-101698388","MAP4K4","ENSG00000071054","Promoter (<=1kb)"
"chr2:101960794-101962950",NA,"ENSG00000289167","Promoter (<=1kb)"
"chr2:102417703-102418372","IL18RAP","ENSG00000115607","Promoter (<=1kb)"
"chr2:104394496-104396539","AHCYP3","ENSG00000233955","Promoter (<=1kb)"
"chr2:104422772-104423772",NA,"ENSG00000287793","Promoter (<=1kb)"
"chr2:105362752-105363930",NA,"ENSG00000238273","Promoter (<=1kb)"
"chr2:105856985-105857701",NA,"ENSG00000235522","Promoter (<=1kb)"
"chr2:10716681-10717164",NA,"ENSG00000236162","Promoter (<=1kb)"
"chr2:108377544-108378756","SULT1C4","ENSG00000198075","Promoter (<=1kb)"
"chr2:108718718-108720306","RANBP2","ENSG00000153201","Promoter (<=1kb)"
"chr2:108786847-108787249","CCDC138","ENSG00000163006","Promoter (<=1kb)"
"chr2:109897873-109899252","LIMS3","ENSG00000256977","Promoter (<=1kb)"
"chr2:110283585-110285742","MIR4436B2","ENSG00000263881","Promoter (<=1kb)"
"chr2:110449194-110449705",NA,"ENSG00000227574","Promoter (<=1kb)"
"chr2:111267031-111267580",NA,"ENSG00000270190","Promoter (<=1kb)"
"chr2:112720899-112721429","NT5DC4","ENSG00000144130","Promoter (<=1kb)"
"chr2:113058929-113060048","IL36RN","ENSG00000136695","Promoter (<=1kb)"
"chr2:113323803-113324274",NA,"ENSG00000234997","Promoter (<=1kb)"
"chr2:11365081-11365942",NA,"ENSG00000230952","Promoter (<=1kb)"
"chr2:11371188-11372763","LINC00570","ENSG00000224177","Promoter (<=1kb)"
"chr2:11406068-11406518",NA,"ENSG00000285569","Promoter (<=1kb)"
"chr2:11539423-11542142","MIR4429","ENSG00000264010","Promoter (<=1kb)"
"chr2:118089307-118089795","INSIG2","ENSG00000125629","Promoter (<=1kb)"
"chr2:119697173-119697963","RPL17P15","ENSG00000229326","Promoter (<=1kb)"
"chr2:120735310-120735663","GLI2","ENSG00000074047","Promoter (<=1kb)"
"chr2:121529904-121530743","CLASP1-AS1","ENSG00000265451","Promoter (<=1kb)"
"chr2:121648546-121649473","NIFK-AS1","ENSG00000236859","Promoter (<=1kb)"
"chr2:127295140-127295397",NA,"ENSG00000286145","Promoter (<=1kb)"
"chr2:128202929-128203604","RPL14P6","ENSG00000185631","Promoter (<=1kb)"
"chr2:13000651-13001419",NA,"ENSG00000285876","Promoter (<=1kb)"
"chr2:130202195-130202911",NA,"ENSG00000227632","Promoter (<=1kb)"
"chr2:130229096-130231272","NOC2LP1","ENSG00000213225","Promoter (<=1kb)"
"chr2:130520782-130521479","CFC1B","ENSG00000152093","Promoter (<=1kb)"
"chr2:130531094-130531583",NA,"ENSG00000225341","Promoter (<=1kb)"
"chr2:131690062-131692518",NA,"ENSG00000288031","Promoter (<=1kb)"
"chr2:134918909-134919610","CCNT2","ENSG00000082258","Promoter (<=1kb)"
"chr2:138900920-138902926","AHCYP4","ENSG00000232992","Promoter (<=1kb)"
"chr2:139668691-139669447","MRPS18BP2","ENSG00000235232","Promoter (<=1kb)"
"chr2:146837867-146838516","LINC01911","ENSG00000231040","Promoter (<=1kb)"
"chr2:148645155-148645467","EPC2","ENSG00000135999","Promoter (<=1kb)"
"chr2:148864387-148865056","UBBP3","ENSG00000223962","Promoter (<=1kb)"
"chr2:152175880-152176645",NA,"ENSG00000286234","Promoter (<=1kb)"
"chr2:15689168-15689902","LINC01804","ENSG00000231031","Promoter (<=1kb)"
"chr2:15690490-15691995","LINC01804","ENSG00000231031","Promoter (<=1kb)"
"chr2:157257375-157258869","GALNT5","ENSG00000136542","Promoter (<=1kb)"
"chr2:15810612-15811109",NA,"ENSG00000237326","Promoter (<=1kb)"
"chr2:15811185-15811600",NA,"ENSG00000237326","Promoter (<=1kb)"
"chr2:159186560-159187354","MIR6888","ENSG00000275141","Promoter (<=1kb)"
"chr2:16013142-16013983","GACAT3","ENSG00000236289","Promoter (<=1kb)"
"chr2:161243883-161245466","LINC01806","ENSG00000227403","Promoter (<=1kb)"
"chr2:16148979-16150661",NA,"ENSG00000271315","Promoter (<=1kb)"
"chr2:164840387-164841675",NA,"ENSG00000236283","Promoter (<=1kb)"
"chr2:170177900-170178940","MYO3B","ENSG00000071909","Promoter (<=1kb)"
"chr2:176494887-176495336","LINC01117","ENSG00000224577","Promoter (<=1kb)"
"chr2:178413312-178415218","CHROMR","ENSG00000223960","Promoter (<=1kb)"
"chr2:178723175-178723749",NA,"ENSG00000267784","Promoter (<=1kb)"
"chr2:181104592-181105069",NA,"ENSG00000238171","Promoter (<=1kb)"
"chr2:186590833-186591288","ITGAV","ENSG00000138448","Promoter (<=1kb)"
"chr2:188291260-188293379","GULP1","ENSG00000144366","Promoter (<=1kb)"
"chr2:189487708-189488196","KDM3AP1","ENSG00000233996","Promoter (<=1kb)"
"chr2:189661132-189662280","ASNSD1","ENSG00000138381","Promoter (<=1kb)"
"chr2:189674383-189675307","ANKAR","ENSG00000151687","Promoter (<=1kb)"
"chr2:191677341-191677777",NA,"ENSG00000288900","Promoter (<=1kb)"
"chr2:195533815-195534741","LINC01825","ENSG00000223466","Promoter (<=1kb)"
"chr2:19711468-19712138",NA,"ENSG00000235911","Promoter (<=1kb)"
"chr2:197515234-197515701","MOB4","ENSG00000115540","Promoter (<=1kb)"
"chr2:197516128-197516768","HSPD1","ENSG00000144381","Promoter (<=1kb)"
"chr2:200086746-200088396",NA,"ENSG00000287027","Promoter (<=1kb)"
"chr2:201231925-201232544","CASP8","ENSG00000064012","Promoter (<=1kb)"
"chr2:202377139-202377774","BMPR2","ENSG00000204217","Promoter (<=1kb)"
"chr2:20446262-20446796","RHOB","ENSG00000143878","Promoter (<=1kb)"
"chr2:205763341-205764915",NA,"ENSG00000225216","Promoter (<=1kb)"
"chr2:207166098-207166373","MYOSLID","ENSG00000229647","Promoter (<=1kb)"
"chr2:207528956-207529396",NA,"ENSG00000223725","Promoter (<=1kb)"
"chr2:210002412-210002690","RPE","ENSG00000197713","Promoter (<=1kb)"
"chr2:210002710-210003447","RPE","ENSG00000197713","Promoter (<=1kb)"
"chr2:215311392-215312824","ATIC","ENSG00000138363","Promoter (<=1kb)"
"chr2:216210779-216211687",NA,"ENSG00000279348","Promoter (<=1kb)"
"chr2:218258818-218259943","GPBAR1","ENSG00000179921","Promoter (<=1kb)"
"chr2:218269449-218270539","PNKD","ENSG00000127838","Promoter (<=1kb)"
"chr2:218356607-218358147","CATIP","ENSG00000158428","Promoter (<=1kb)"
"chr2:218607325-218608778","PLCD4","ENSG00000115556","Promoter (<=1kb)"
"chr2:218879790-218880977","WNT10A","ENSG00000135925","Promoter (<=1kb)"
"chr2:219229975-219230483","ANKZF1","ENSG00000163516","Promoter (<=1kb)"
"chr2:219278698-219278898","DNAJB2","ENSG00000135924","Promoter (<=1kb)"
"chr2:219416934-219417990","DES","ENSG00000175084","Promoter (<=1kb)"
"chr2:219513852-219514782","ASIC4","ENSG00000072182","Promoter (<=1kb)"
"chr2:220104682-220105381",NA,"ENSG00000239498","Promoter (<=1kb)"
"chr2:222404180-222404865","Y_RNA","ENSG00000200822","Promoter (<=1kb)"
"chr2:227471573-227473176","MIR5703","ENSG00000284092","Promoter (<=1kb)"
"chr2:227745691-227746479","SCYGR8","ENSG00000284635","Promoter (<=1kb)"
"chr2:230411092-230412716",NA,"ENSG00000279964","Promoter (<=1kb)"
"chr2:231388020-231389095",NA,"ENSG00000224376","Promoter (<=1kb)"
"chr2:232455462-232456367","ALPI","ENSG00000163295","Promoter (<=1kb)"
"chr2:232649144-232650144","RN7SL359P","ENSG00000244384","Promoter (<=1kb)"
"chr2:233011648-233012930",NA,"ENSG00000222001","Promoter (<=1kb)"
"chr2:233178806-233180686",NA,"ENSG00000289129","Promoter (<=1kb)"
"chr2:233352260-233352628",NA,"ENSG00000259793","Promoter (<=1kb)"
"chr2:233712693-233713268","UGT1A5","ENSG00000288705","Promoter (<=1kb)"
"chr2:233774951-233775702","MROH2A","ENSG00000185038","Promoter (<=1kb)"
"chr2:235086410-235088536",NA,"ENSG00000226542","Promoter (<=1kb)"
"chr2:236567310-236569008","ACKR3","ENSG00000144476","Promoter (<=1kb)"
"chr2:236731636-236732613",NA,"ENSG00000232328","Promoter (<=1kb)"
"chr2:23685286-23685747",NA,"ENSG00000283031","Promoter (<=1kb)"
"chr2:237613679-237614967",NA,"ENSG00000227107","Promoter (<=1kb)"
"chr2:238136783-238139579","KLHL30","ENSG00000168427","Promoter (<=1kb)"
"chr2:23927356-23927790","UBXN2A","ENSG00000173960","Promoter (<=1kb)"
"chr2:239440411-239442002",NA,"ENSG00000286525","Promoter (<=1kb)"
"chr2:239537893-239538556",NA,"ENSG00000286188","Promoter (<=1kb)"
"chr2:239539161-239540123",NA,"ENSG00000286188","Promoter (<=1kb)"
"chr2:241354640-241355675","FARP2","ENSG00000006607","Promoter (<=1kb)"
"chr2:241372192-241372997",NA,"ENSG00000288080","Promoter (<=1kb)"
"chr2:241869671-241870668","RTP5","ENSG00000188011","Promoter (<=1kb)"
"chr2:24972281-24972818","DNAJC27-AS1","ENSG00000224165","Promoter (<=1kb)"
"chr2:25204149-25205064","LINC01381","ENSG00000230452","Promoter (<=1kb)"
"chr2:25420748-25421784","DTNB-AS1","ENSG00000224220","Promoter (<=1kb)"
"chr2:26691782-26692216","KCNK3","ENSG00000171303","Promoter (<=1kb)"
"chr2:26846148-26847156","DPYSL5","ENSG00000157851","Promoter (<=1kb)"
"chr2:27281503-27283277","TRIM54","ENSG00000138100","Promoter (<=1kb)"
"chr2:27356056-27357652",NA,"ENSG00000234072","Promoter (<=1kb)"
"chr2:27536867-27538003","C2orf16","ENSG00000221843","Promoter (<=1kb)"
"chr2:27771117-27772442","MRPL33","ENSG00000243147","Promoter (<=1kb)"
"chr2:28134302-28135182",NA,"ENSG00000277035","Promoter (<=1kb)"
"chr2:28664071-28664952",NA,"ENSG00000230730","Promoter (<=1kb)"
"chr2:30146241-30146477",NA,"ENSG00000233862","Promoter (<=1kb)"
"chr2:30345818-30346741","LINC01936","ENSG00000235997","Promoter (<=1kb)"
"chr2:32063349-32063754","SPAST","ENSG00000021574","Promoter (<=1kb)"
"chr2:32165942-32166529","SLC30A6","ENSG00000152683","Promoter (<=1kb)"
"chr2:32628181-32628633","TTC27","ENSG00000018699","Promoter (<=1kb)"
"chr2:3650334-3651300",NA,"ENSG00000289136","Promoter (<=1kb)"
"chr2:3702624-3704424","DCDC2C","ENSG00000214866","Promoter (<=1kb)"
"chr2:41850529-41851291","RPS12P4","ENSG00000236533","Promoter (<=1kb)"
"chr2:41870650-41871838","RNU4-63P","ENSG00000223245","Promoter (<=1kb)"
"chr2:42024708-42025838",NA,"ENSG00000226398","Promoter (<=1kb)"
"chr2:46616012-46616301","PIGF","ENSG00000151665","Promoter (<=1kb)"
"chr2:46617301-46617611","CRIPT","ENSG00000119878","Promoter (<=1kb)"
"chr2:46956746-46957596",NA,"ENSG00000272814","Promoter (<=1kb)"
"chr2:48440876-48441689","PPP1R21","ENSG00000162869","Promoter (<=1kb)"
"chr2:48780532-48781544","ELOBP3","ENSG00000232285","Promoter (<=1kb)"
"chr2:545294-546566","LINC01875","ENSG00000225942","Promoter (<=1kb)"
"chr2:54581327-54582154",NA,"ENSG00000289627","Promoter (<=1kb)"
"chr2:54723053-54723312","EML6","ENSG00000214595","Promoter (<=1kb)"
"chr2:54723346-54723623","EML6","ENSG00000214595","Promoter (<=1kb)"
"chr2:60756074-60757124","PAPOLG","ENSG00000115421","Promoter (<=1kb)"
"chr2:61471922-61472266","USP34-DT","ENSG00000270820","Promoter (<=1kb)"
"chr2:64273317-64274497",NA,"ENSG00000288932","Promoter (<=1kb)"
"chr2:64486001-64486366","LINC01805","ENSG00000223863","Promoter (<=1kb)"
"chr2:64606349-64607327","LINC02579","ENSG00000233694","Promoter (<=1kb)"
"chr2:64643819-64644620",NA,"ENSG00000226756","Promoter (<=1kb)"
"chr2:65030527-65032945","LINC02576","ENSG00000232613","Promoter (<=1kb)"
"chr2:65435708-65437215",NA,"ENSG00000204929","Promoter (<=1kb)"
"chr2:68251436-68251721",NA,"ENSG00000289156","Promoter (<=1kb)"
"chr2:69033494-69034619",NA,"ENSG00000286347","Promoter (<=1kb)"
"chr2:691705-693311",NA,"ENSG00000233970","Promoter (<=1kb)"
"chr2:71067716-71069278",NA,"ENSG00000272735","Promoter (<=1kb)"
"chr2:71452646-71452912","DYSF","ENSG00000135636","Promoter (<=1kb)"
"chr2:73213475-73214807","SMYD5","ENSG00000135632","Promoter (<=1kb)"
"chr2:73876671-73877389",NA,"ENSG00000271536","Promoter (<=1kb)"
"chr2:74653516-74654038","SEMA4F","ENSG00000135622","Promoter (<=1kb)"
"chr2:7670807-7672731",NA,"ENSG00000287119","Promoter (<=1kb)"
"chr2:7725174-7725875","LINC01871","ENSG00000235576","Promoter (<=1kb)"
"chr2:7725983-7726573","LINC01871","ENSG00000235576","Promoter (<=1kb)"
"chr2:86929642-86931005","WBP1P1","ENSG00000231351","Promoter (<=1kb)"
"chr2:87194288-87194943","MIR4771-1","ENSG00000264793","Promoter (<=1kb)"
"chr2:9109897-9110333",NA,"ENSG00000244310","Promoter (<=1kb)"
"chr2:91748826-91750362","KMT5AP2","ENSG00000232531","Promoter (<=1kb)"
"chr2:95004271-95004772","RN7SL575P","ENSG00000277591","Promoter (<=1kb)"
"chr2:95274790-95277256","PROM2","ENSG00000155066","Promoter (<=1kb)"
"chr2:95296292-95296895","KCNIP3","ENSG00000115041","Promoter (<=1kb)"
"chr2:95433832-95434843",NA,"ENSG00000233275","Promoter (<=1kb)"
"chr2:95642165-95642599",NA,"ENSG00000236750","Promoter (<=1kb)"
"chr2:97618946-97619761",NA,"ENSG00000286036","Promoter (<=1kb)"
"chr2:97712470-97714462","ZAP70","ENSG00000115085","Promoter (<=1kb)"
"chr2:98086476-98087685","VWA3B","ENSG00000168658","Promoter (<=1kb)"
"chr2:98346172-98347174","CNGA3","ENSG00000144191","Promoter (<=1kb)"
"chr20:142310-142942","DEFB126","ENSG00000125788","Promoter (<=1kb)"
"chr20:14553833-14554483","MACROD2-IT1","ENSG00000227927","Promoter (<=1kb)"
"chr20:17225867-17227246","PCSK2","ENSG00000125851","Promoter (<=1kb)"
"chr20:19757178-19757384",NA,"ENSG00000268628","Promoter (<=1kb)"
"chr20:2102240-2102477","STK35","ENSG00000125834","Promoter (<=1kb)"
"chr20:2108869-2110122",NA,"ENSG00000286108","Promoter (<=1kb)"
"chr20:21265887-21267362","ZNF877P","ENSG00000226875","Promoter (<=1kb)"
"chr20:23178305-23179439",NA,"ENSG00000230387","Promoter (<=1kb)"
"chr20:2379455-2380069","TGM6","ENSG00000166948","Promoter (<=1kb)"
"chr20:23796786-23797352",NA,"ENSG00000230908","Promoter (<=1kb)"
"chr20:24143965-24144712",NA,"ENSG00000236151","Promoter (<=1kb)"
"chr20:2814494-2816079",NA,"ENSG00000241690","Promoter (<=1kb)"
"chr20:29079847-29080720","FRG1DP","ENSG00000282870","Promoter (<=1kb)"
"chr20:297129-299102","ZCCHC3","ENSG00000247315","Promoter (<=1kb)"
"chr20:30376740-30377707","FRG1BP","ENSG00000149531","Promoter (<=1kb)"
"chr20:3044305-3044505","GNRH2","ENSG00000125787","Promoter (<=1kb)"
"chr20:31257363-31258247","DEFB115","ENSG00000215547","Promoter (<=1kb)"
"chr20:31605065-31605321","ID1","ENSG00000125968","Promoter (<=1kb)"
"chr20:32509665-32510078",NA,"ENSG00000277301","Promoter (<=1kb)"
"chr20:33048669-33050027","PUDPP3","ENSG00000214245","Promoter (<=1kb)"
"chr20:33317632-33318401","BPIFB5P","ENSG00000233146","Promoter (<=1kb)"
"chr20:33812267-33812553","CHMP4B","ENSG00000101421","Promoter (<=1kb)"
"chr20:34515041-34517192","DYNLRB1","ENSG00000125971","Promoter (<=1kb)"
"chr20:34990227-34990768","MIR499A","ENSG00000207635","Promoter (<=1kb)"
"chr20:35887122-35888004","RNU4-40P","ENSG00000201221","Promoter (<=1kb)"
"chr20:362202-363133","TRIB3","ENSG00000101255","Promoter (<=1kb)"
"chr20:36540543-36543612","MYL9","ENSG00000101335","Promoter (<=1kb)"
"chr20:37178046-37178877","RPN2","ENSG00000118705","Promoter (<=1kb)"
"chr20:3807346-3807821","LINC01730","ENSG00000275491","Promoter (<=1kb)"
"chr20:3808204-3808435","LINC01730","ENSG00000275491","Promoter (<=1kb)"
"chr20:38345537-38345925","LBP","ENSG00000129988","Promoter (<=1kb)"
"chr20:38346016-38347056","LBP","ENSG00000129988","Promoter (<=1kb)"
"chr20:38872265-38873859","RN7SL116P","ENSG00000240474","Promoter (<=1kb)"
"chr20:41329889-41330200","ADI1P1","ENSG00000235102","Promoter (<=1kb)"
"chr20:42967616-42969147","PTPRT-AS1","ENSG00000227599","Promoter (<=1kb)"
"chr20:43388499-43389291",NA,"ENSG00000237555","Promoter (<=1kb)"
"chr20:43666391-43667969","MYBL2","ENSG00000101057","Promoter (<=1kb)"
"chr20:44246994-44248471","GDAP1L1","ENSG00000124194","Promoter (<=1kb)"
"chr20:44335869-44336518","R3HDML","ENSG00000101074","Promoter (<=1kb)"
"chr20:44713941-44715747","CCN5","ENSG00000064205","Promoter (<=1kb)"
"chr20:44885809-44886418","YWHAB","ENSG00000166913","Promoter (<=1kb)"
"chr20:45306328-45306956","RBPJL","ENSG00000124232","Promoter (<=1kb)"
"chr20:45425470-45427123","MIR6812","ENSG00000273555","Promoter (<=1kb)"
"chr20:45447569-45448671",NA,"ENSG00000277022","Promoter (<=1kb)"
"chr20:45811725-45811925","UBE2C","ENSG00000175063","Promoter (<=1kb)"
"chr20:46117543-46118443","CD40","ENSG00000101017","Promoter (<=1kb)"
"chr20:4683981-4684236","RPS4XP2","ENSG00000226948","Promoter (<=1kb)"
"chr20:46997235-46997948","GAPDHP54","ENSG00000226769","Promoter (<=1kb)"
"chr20:48367275-48369165",NA,"ENSG00000286063","Promoter (<=1kb)"
"chr20:49218765-49220259","DDX27","ENSG00000124228","Promoter (<=1kb)"
"chr20:50291842-50292341","LINC01270","ENSG00000203999","Promoter (<=1kb)"
"chr20:50478064-50478962","COX6CP2","ENSG00000231715","Promoter (<=1kb)"
"chr20:5317826-5318525",NA,"ENSG00000266908","Promoter (<=1kb)"
"chr20:53608012-53610461",NA,"ENSG00000235415","Promoter (<=1kb)"
"chr20:53738239-53738796",NA,"ENSG00000287886","Promoter (<=1kb)"
"chr20:53939488-53940231",NA,"ENSG00000236352","Promoter (<=1kb)"
"chr20:56460468-56460844","RPL39P","ENSG00000228601","Promoter (<=1kb)"
"chr20:56522113-56523255",NA,"ENSG00000280387","Promoter (<=1kb)"
"chr20:56550443-56550909",NA,"ENSG00000287079","Promoter (<=1kb)"
"chr20:56625080-56625907",NA,"ENSG00000289199","Promoter (<=1kb)"
"chr20:57214388-57214985","BMP7-AS1","ENSG00000235032","Promoter (<=1kb)"
"chr20:57350867-57352099","RAE1","ENSG00000101146","Promoter (<=1kb)"
"chr20:57392114-57392314","RBM38-AS1","ENSG00000218018","Promoter (<=1kb)"
"chr20:58388542-58388946","VAPB","ENSG00000124164","Promoter (<=1kb)"
"chr20:58688861-58689175","NPEPL1","ENSG00000215440","Promoter (<=1kb)"
"chr20:60307991-60309081","MIR646","ENSG00000207802","Promoter (<=1kb)"
"chr20:62121137-62121337",NA,"ENSG00000289236","Promoter (<=1kb)"
"chr20:62182504-62183389",NA,"ENSG00000289537","Promoter (<=1kb)"
"chr20:62517074-62517274",NA,"ENSG00000260542","Promoter (<=1kb)"
"chr20:62574627-62575084",NA,"ENSG00000264490","Promoter (<=1kb)"
"chr20:63101704-63103262",NA,"ENSG00000274915","Promoter (<=1kb)"
"chr20:63238353-63239016","MIR3196","ENSG00000266463","Promoter (<=1kb)"
"chr20:63336013-63336786","RNU6-994P","ENSG00000222439","Promoter (<=1kb)"
"chr20:64255059-64256587","PCMTD2","ENSG00000203880","Promoter (<=1kb)"
"chr20:6767448-6770649","BMP2","ENSG00000125845","Promoter (<=1kb)"
"chr20:9513906-9514990","LAMP5","ENSG00000125869","Promoter (<=1kb)"
"chr21:10330223-10333483","EIF3FP1","ENSG00000275945","Promoter (<=1kb)"
"chr21:10397324-10397935",NA,"ENSG00000278106","Promoter (<=1kb)"
"chr21:10638729-10641645",NA,"ENSG00000276556","Promoter (<=1kb)"
"chr21:10650830-10651303","IGHV1OR21-1","ENSG00000277282","Promoter (<=1kb)"
"chr21:13514248-13515973","LINC01674","ENSG00000228159","Promoter (<=1kb)"
"chr21:14007100-14007923","PPP6R2P1","ENSG00000233442","Promoter (<=1kb)"
"chr21:17429911-17430686","RNU6-113P","ENSG00000252462","Promoter (<=1kb)"
"chr21:25735223-25736219","ATP5PF","ENSG00000154723","Promoter (<=1kb)"
"chr21:29024146-29024432",NA,"ENSG00000273254","Promoter (<=1kb)"
"chr21:29076786-29077138","MAP3K7CL","ENSG00000156265","Promoter (<=1kb)"
"chr21:30395899-30396611","KRTAP13-1","ENSG00000198390","Promoter (<=1kb)"
"chr21:33203791-33204336","IFNAR2","ENSG00000159110","Promoter (<=1kb)"
"chr21:34834708-34836975",NA,"ENSG00000286153","Promoter (<=1kb)"
"chr21:36321005-36321266","MORC3","ENSG00000159256","Promoter (<=1kb)"
"chr21:36698640-36699631","SIM2","ENSG00000159263","Promoter (<=1kb)"
"chr21:42404344-42404987","UBASH3A","ENSG00000160185","Promoter (<=1kb)"
"chr21:42496287-42497187",NA,"ENSG00000239930","Promoter (<=1kb)"
"chr21:42561654-42562237",NA,"ENSG00000235772","Promoter (<=1kb)"
"chr21:44478477-44479159",NA,"ENSG00000274225","Promoter (<=1kb)"
"chr21:44484993-44486664","LINC02575","ENSG00000228709","Promoter (<=1kb)"
"chr21:44636156-44638306","KRTAP10-10","ENSG00000221859","Promoter (<=1kb)"
"chr21:45403000-45403814",NA,"ENSG00000273796","Promoter (<=1kb)"
"chr21:45477579-45478405","MIR6815","ENSG00000275167","Promoter (<=1kb)"
"chr21:45970277-45975577",NA,"ENSG00000274248","Promoter (<=1kb)"
"chr21:8235013-8235375",NA,"ENSG00000286155","Promoter (<=1kb)"
"chr21:8461988-8462211",NA,"ENSG00000286149","Promoter (<=1kb)"
"chr21:8463991-8465597",NA,"ENSG00000286032","Promoter (<=1kb)"
"chr22:12601889-12602741","FRG1GP","ENSG00000283023","Promoter (<=1kb)"
"chr22:15784248-15786014","DUXAP8","ENSG00000206195","Promoter (<=1kb)"
"chr22:18030013-18030213","LINC01634","ENSG00000235295","Promoter (<=1kb)"
"chr22:18103569-18103867","ARL2BPP10","ENSG00000225225","Promoter (<=1kb)"
"chr22:18527930-18528250","TMEM191B","ENSG00000278558","Promoter (<=1kb)"
"chr22:18636416-18639146","CA15P2","ENSG00000273907","Promoter (<=1kb)"
"chr22:18960272-18960664",NA,"ENSG00000280418","Promoter (<=1kb)"
"chr22:19032299-19033894","CA15P1","ENSG00000241527","Promoter (<=1kb)"
"chr22:19479343-19479567","CDC45","ENSG00000093009","Promoter (<=1kb)"
"chr22:20069618-20070708",NA,"ENSG00000236540","Promoter (<=1kb)"
"chr22:20115885-20116290","RANBP1","ENSG00000099901","Promoter (<=1kb)"
"chr22:20129326-20129540","ZDHHC8","ENSG00000099904","Promoter (<=1kb)"
"chr22:20206037-20207165","LINC00896","ENSG00000236499","Promoter (<=1kb)"
"chr22:21102251-21103329","BCRP2","ENSG00000169668","Promoter (<=1kb)"
"chr22:22195096-22196450","IGLV6-57","ENSG00000211640","Promoter (<=1kb)"
"chr22:22342727-22343896","IGLV9-49","ENSG00000223350","Promoter (<=1kb)"
"chr22:22352416-22353279","IGLV5-48","ENSG00000211647","Promoter (<=1kb)"
"chr22:22403782-22405373","IGLV1-41","ENSG00000253818","Promoter (<=1kb)"
"chr22:22771505-22772257","IGLV3-12","ENSG00000211667","Promoter (<=1kb)"
"chr22:22773857-22775238",NA,"ENSG00000231392","Promoter (<=1kb)"
"chr22:22834808-22835548",NA,"ENSG00000237127","Promoter (<=1kb)"
"chr22:22848011-22849437","IGLV3-6","ENSG00000253448","Promoter (<=1kb)"
"chr22:22849631-22851494","IGLV3-6","ENSG00000253448","Promoter (<=1kb)"
"chr22:22857319-22858536","IGLV3-4","ENSG00000226420","Promoter (<=1kb)"
"chr22:22871640-22872436","IGLV4-3","ENSG00000211672","Promoter (<=1kb)"
"chr22:22880450-22881205","IGLV3-1","ENSG00000211673","Promoter (<=1kb)"
"chr22:23432810-23434161","LINC01659","ENSG00000234928","Promoter (<=1kb)"
"chr22:23565298-23566532",NA,"ENSG00000224277","Promoter (<=1kb)"
"chr22:23857624-23858742","SLC2A11","ENSG00000133460","Promoter (<=1kb)"
"chr22:23939900-23940475",NA,"ENSG00000206090","Promoter (<=1kb)"
"chr22:25051902-25052417",NA,"ENSG00000279006","Promoter (<=1kb)"
"chr22:25199640-25200684","CRYBB3","ENSG00000100053","Promoter (<=1kb)"
"chr22:25447472-25448916","CRYBB2P1","ENSG00000100058","Promoter (<=1kb)"
"chr22:27317263-27318086",NA,"ENSG00000223726","Promoter (<=1kb)"
"chr22:27318521-27319160",NA,"ENSG00000223726","Promoter (<=1kb)"
"chr22:29603000-29603660","NF2","ENSG00000186575","Promoter (<=1kb)"
"chr22:30238462-30239311","LIF-AS1","ENSG00000232530","Promoter (<=1kb)"
"chr22:30396560-30399689","SEC14L2","ENSG00000100003","Promoter (<=1kb)"
"chr22:30439848-30440458",NA,"ENSG00000230137","Promoter (<=1kb)"
"chr22:32119519-32121499","AP1B1P1","ENSG00000234479","Promoter (<=1kb)"
"chr22:32122782-32124352","AP1B1P1","ENSG00000234479","Promoter (<=1kb)"
"chr22:33724980-33725624","LARGE-AS1","ENSG00000224973","Promoter (<=1kb)"
"chr22:35371491-35372724",NA,"ENSG00000282602","Promoter (<=1kb)"
"chr22:35376692-35377467",NA,"ENSG00000282041","Promoter (<=1kb)"
"chr22:35380150-35381787","HMOX1","ENSG00000100292","Promoter (<=1kb)"
"chr22:35684049-35685154",NA,"ENSG00000228587","Promoter (<=1kb)"
"chr22:37282062-37282605","CYTH4","ENSG00000100055","Promoter (<=1kb)"
"chr22:37282611-37282827","CYTH4","ENSG00000100055","Promoter (<=1kb)"
"chr22:37681402-37681906","NOL12","ENSG00000273899","Promoter (<=1kb)"
