"Cluster","EdgeBetweenness","interaction","modality","name","Peak_chr","Peak_end","Peak_start","regulator_id","selected","shared interaction","shared name","site","source","strand","Target_gene_id","target_id","TF_id","tissue","Weight"
"6","483394.02922076685","regulates","RE","CHAMP1 (regulates) GRIP2","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) GRIP2","S405s","SCION","","","ENSG00000144596.13","","muscle","0.105670826989234"
,"2108.599999999995","binds","","RARA (binds) ACSBG1","chr15","78146691","78146491","","false","binds","RARA (binds) ACSBG1","","MAGICAL","-","ENSG00000103740.10","","ENSG00000131759.18","",
,"1.0584197683576512E9","regulates","EE","NFIB (regulates) NFIC","",,,"O00712_S264s","false","regulates","NFIB (regulates) NFIC","S264s","SCION","","","ENSG00000141905.19","","muscle","0.111440766925827"
"6","97850.50654083086","regulates","RE","CHAMP1 (regulates) TMEM108","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) TMEM108","S627s","SCION","","","ENSG00000144868.14","","muscle","0.132264177911816"
,"9722.983333334043","binds","","RARA (binds) TMEM214","chr2","27011203","27010644","","false","binds","RARA (binds) TMEM214","","MAGICAL","+","ENSG00000119777.20","","ENSG00000131759.18","",
,"8.297509146362432E8","regulates","EE","NFIB (regulates) CHAMP1","",,,"O00712_S264s","false","regulates","NFIB (regulates) CHAMP1","S264s","SCION","","","ENSG00000198824.7","","muscle","0.119952928757169"
,"7591.519047618605","binds","","RARA (binds) CCDC136","chr7","128848916","128848716","","false","binds","RARA (binds) CCDC136","","MAGICAL","+","ENSG00000128596.17","","ENSG00000131759.18","",
,"209414.34335616088","binds","","NFIB (binds) MAFF","chr22","38165697","38164792","","false","binds","NFIB (binds) MAFF","","MAGICAL","+","ENSG00000185022.12","","ENSG00000147862.18","",
,"251778.93076923245","binds","","NFIB (binds) SLC25A25","chr9","128098102","128097760","","false","binds","NFIB (binds) SLC25A25","","MAGICAL","+","ENSG00000148339.13","","ENSG00000147862.18","",
,"11957.807692306696","binds","","NFIB (binds) HHATL-AS1","chr3","42697821","42696862","","false","binds","NFIB (binds) HHATL-AS1","","MAGICAL","+","ENSG00000230970.4","","ENSG00000147862.18","",
,"13455.338636363696","binds","","RARA (binds) ZNF142","chr2","218644279","218641942","","false","binds","RARA (binds) ZNF142","","MAGICAL","-","ENSG00000115568.16","","ENSG00000131759.18","",
,"16336.74999999897","binds","","NFIB (binds) LAD1","chr1","201406275","201404735","","false","binds","NFIB (binds) LAD1","","MAGICAL","-","ENSG00000159166.15","","ENSG00000147862.18","",
"6","546265.1641636456","regulates","RE","CHAMP1 (regulates) ATP5F1A","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) ATP5F1A","S627s","SCION","","","ENSG00000152234.16","","muscle","0.101580288708331"
,"6885.878787878753","binds","","RARA (binds) HOMER2","chr15","82937567","82936725","","false","binds","RARA (binds) HOMER2","","MAGICAL","-","ENSG00000103942.13","","ENSG00000131759.18","",
"6","40147.54285713954","regulates","RE","CHAMP1 (regulates) PARD3","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) PARD3","S405s","SCION","","","ENSG00000148498.16","","muscle","0.291493019258435"
,"29193.56785714338","binds","","NFIB (binds) ATG101","chr12","52042170","52041710","","false","binds","NFIB (binds) ATG101","","MAGICAL","+","ENSG00000123395.15","","ENSG00000147862.18","",
"6","86390.54032467079","regulates","RE","CHAMP1 (regulates) AIFM1","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) AIFM1","S627s","SCION","","","ENSG00000156709.15","","muscle","0.165602466850294"
,"262022.20079365163","binds","","RARA (binds) DNMT3A","chr2","25347847","25347371","","false","binds","RARA (binds) DNMT3A","","MAGICAL","-","ENSG00000119772.19","","ENSG00000131759.18","",
,"27021.666666668618","binds","","NFIB (binds) CCN1","chr1","85522029","85521046","","false","binds","NFIB (binds) CCN1","","MAGICAL","+","ENSG00000142871.18","","ENSG00000147862.18","",
,"30330.741666667094","binds","","NFIB (binds) ATP6V0B","chr1","43881139","43879700","","false","binds","NFIB (binds) ATP6V0B","","MAGICAL","+","ENSG00000117410.14","","ENSG00000147862.18","",
,"38118.941666663566","binds","","NFIB (binds) VEGFA","chr6","43780441","43779759","","false","binds","NFIB (binds) VEGFA","","MAGICAL","+","ENSG00000112715.26","","ENSG00000147862.18","",
"6","337922.37869845226","regulates","RE","CHAMP1 (regulates) PAQR4","",,,"Q96JM3_S214s","false","regulates","CHAMP1 (regulates) PAQR4","S214s","SCION","","","ENSG00000162073.14","","muscle","0.119879372567655"
,"994514.4642856916","binds","","NFIB (binds) RARA-AS1","chr17","40330830","40329996","","false","binds","NFIB (binds) RARA-AS1","","MAGICAL","-","ENSG00000265666.1","","ENSG00000147862.18","",
,"19228.400000000183","binds","","NFIB (binds) IDI2-AS1","chr10","1019281","1017880","","false","binds","NFIB (binds) IDI2-AS1","","MAGICAL","+","ENSG00000232656.9","","ENSG00000147862.18","",
,"8185.9674688055975","binds","","RARA (binds) HHATL","chr3","42683367","42682783","","false","binds","RARA (binds) HHATL","","MAGICAL","-","ENSG00000010282.15","","ENSG00000131759.18","",
,"22273.274999998153","binds","","NFIB (binds) IDI1","chr10","1019281","1017880","","false","binds","NFIB (binds) IDI1","","MAGICAL","-","ENSG00000067064.12","","ENSG00000147862.18","",
,"117254.9150793647","binds","","NFIB (binds) METTL7A","chr12","50934896","50933441","","false","binds","NFIB (binds) METTL7A","","MAGICAL","+","ENSG00000185432.12","","ENSG00000147862.18","",
"6","79929.91341990704","regulates","RE","CHAMP1 (regulates) PHB","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) PHB","S627s","SCION","","","ENSG00000167085.13","","muscle","0.115777184152155"
,"73916.4453885006","binds","","RARA (binds) ZBTB47","chr3","42683367","42682783","","false","binds","RARA (binds) ZBTB47","","MAGICAL","+","ENSG00000114853.15","","ENSG00000131759.18","",
,"20874.807692307193","binds","","NFIB (binds) IFRD1","chr7","112452505","112452148","","false","binds","NFIB (binds) IFRD1","","MAGICAL","+","ENSG00000006652.15","","ENSG00000147862.18","",
,"24428.648268398178","binds","","RARA (binds) KLF11","chr2","9976781","9976034","","false","binds","RARA (binds) KLF11","","MAGICAL","+","ENSG00000172059.11","","ENSG00000131759.18","",
"6","514492.9962821657","regulates","RE","CHAMP1 (regulates) GOLGA2","",,,"Q96JM3_S214s","false","regulates","CHAMP1 (regulates) GOLGA2","S214s","SCION","","","ENSG00000167110.19","","muscle","0.104948696367395"
,"8748.977380951781","binds","","RARA (binds) NRAP","chr10","113613546","113613071","","false","binds","RARA (binds) NRAP","","MAGICAL","-","ENSG00000197893.14","","ENSG00000131759.18","",
,"26353.27197802413","binds","","NFIB (binds) ENAH","chr1","225656051","225655851","","false","binds","NFIB (binds) ENAH","","MAGICAL","-","ENSG00000154380.18","","ENSG00000147862.18","",
"6","105603.47619047233","regulates","RE","CHAMP1 (regulates) SERINC2","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) SERINC2","S405s","SCION","","","ENSG00000168528.12","","muscle","0.125324481043555"
,"24141.478571426374","binds","","NFIB (binds) DNAJA4","chr15","78212883","78212485","","false","binds","NFIB (binds) DNAJA4","","MAGICAL","+","ENSG00000140403.13","","ENSG00000147862.18","",
"6","111190.1276749534","regulates","RE","CHAMP1 (regulates) NUDT8","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) NUDT8","S627s","SCION","","","ENSG00000167799.10","","muscle","0.14934354612079"
,"35190.53333333309","binds","","NFIB (binds) ZC3H12A","chr1","37480369","37479274","","false","binds","NFIB (binds) ZC3H12A","","MAGICAL","+","ENSG00000163874.11","","ENSG00000147862.18","",
"6","407449.3101834439","regulates","RE","CHAMP1 (regulates) UQCRFS1","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) UQCRFS1","S627s","SCION","","","ENSG00000169021.6","","muscle","0.118646889230702"
,"15546.222222222726","binds","","NFIB (binds) PDK4","chr7","95689521","95688746","","false","binds","NFIB (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000147862.18","",
"6","99068.8724858484","regulates","RE","CHAMP1 (regulates) NDUFA3","",,,"Q96JM3_S214s","false","regulates","CHAMP1 (regulates) NDUFA3","S214s","SCION","","","ENSG00000170906.16","","muscle","0.161605529017201"
,"38229.57619047868","binds","","NFIB (binds) PFKFB3","chr10","6228620","6228163","","false","binds","NFIB (binds) PFKFB3","","MAGICAL","+","ENSG00000170525.21","","ENSG00000147862.18","",
,"18344.59999999989","binds","","NFIB (binds) HABP2","chr10","113588586","113587602","","false","binds","NFIB (binds) HABP2","","MAGICAL","+","ENSG00000148702.15","","ENSG00000147862.18","",
"6","642724.3523808941","regulates","RE","CHAMP1 (regulates) MRPL13","",,,"Q96JM3_S214s","false","regulates","CHAMP1 (regulates) MRPL13","S214s","SCION","","","ENSG00000172172.8","","muscle","0.101550207364342"
,"15097.683849967041","binds","","RARA (binds) MAT2A","chr2","85505399","85504466","","false","binds","RARA (binds) MAT2A","","MAGICAL","+","ENSG00000168906.13","","ENSG00000131759.18","",
"6","340691.86045545526","regulates","RE","CHAMP1 (regulates) TRIM8","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) TRIM8","S405s","SCION","","","ENSG00000171206.15","","muscle","0.198561623636829"
,"35130.34683908007","binds","","NFIB (binds) RRAD","chr16","66997471","66996305","","false","binds","NFIB (binds) RRAD","","MAGICAL","-","ENSG00000166592.12","","ENSG00000147862.18","",
,"21388.286904761702","binds","","RARA (binds) EAPP","chr14","34492081","34491032","","false","binds","RARA (binds) EAPP","","MAGICAL","-","ENSG00000129518.10","","ENSG00000131759.18","",
,"50683.05555555478","binds","","NFIB (binds) GEM","chr8","94219970","94218933","","false","binds","NFIB (binds) GEM","","MAGICAL","-","ENSG00000164949.8","","ENSG00000147862.18","",
"6","117427.32241434703","regulates","RE","CHAMP1 (regulates) TMEM167A","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) TMEM167A","S405s","SCION","","","ENSG00000174695.10","","muscle","0.124387794186215"
,"30662.92380952412","binds","","NFIB (binds) CDKN1A","chr6","36643843","36643169","","false","binds","NFIB (binds) CDKN1A","","MAGICAL","+","ENSG00000124762.14","","ENSG00000147862.18","",
,"261670.42250250382","binds","","RARA (binds) ITGA7","chr12","55682579","55680872","","false","binds","RARA (binds) ITGA7","","MAGICAL","-","ENSG00000135424.19","","ENSG00000131759.18","",
,"24479.845238093756","binds","","NFIB (binds) ACSBG1","chr15","78212883","78212485","","false","binds","NFIB (binds) ACSBG1","","MAGICAL","-","ENSG00000103740.10","","ENSG00000147862.18","",
,"12059.749999999234","binds","","NFIB (binds) FLNC","chr7","128756785","128755581","","false","binds","NFIB (binds) FLNC","","MAGICAL","+","ENSG00000128591.16","","ENSG00000147862.18","",
,"19245.714285714803","binds","","NFIB (binds) TIAF1","chr17","29079923","29078275","","false","binds","NFIB (binds) TIAF1","","MAGICAL","-","ENSG00000221995.5","","ENSG00000147862.18","",
,"11973.416666667592","binds","","NFIB (binds) LMCD1","chr3","8533463","8532263","","false","binds","NFIB (binds) LMCD1","","MAGICAL","+","ENSG00000071282.12","","ENSG00000147862.18","",
"6","82135.80508658984","regulates","RE","CHAMP1 (regulates) EIF3K","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) EIF3K","S405s","SCION","","","ENSG00000178982.10","","muscle","0.134968151280944"
,"13538.866666666554","binds","","NFIB (binds) DPH2","chr1","43881139","43879700","","false","binds","NFIB (binds) DPH2","","MAGICAL","+","ENSG00000132768.14","","ENSG00000147862.18","",
,"9509.214285714497","binds","","NFIB (binds) ABHD2","chr15","89168615","89167688","","false","binds","NFIB (binds) ABHD2","","MAGICAL","+","ENSG00000140526.18","","ENSG00000147862.18","",
,"27265.4309523801","binds","","RARA (binds) BCS1L","chr2","218644279","218641942","","false","binds","RARA (binds) BCS1L","","MAGICAL","+","ENSG00000074582.15","","ENSG00000131759.18","",
"6","106151.38165266086","regulates","RE","CHAMP1 (regulates) NDUFA6","",,,"Q96JM3_S214s","false","regulates","CHAMP1 (regulates) NDUFA6","S214s","SCION","","","ENSG00000184983.11","","muscle","0.106284655406732"
,"35022.74920635029","binds","","NFIB (binds) PACSIN2","chr22","43029005","43028010","","false","binds","NFIB (binds) PACSIN2","","MAGICAL","-","ENSG00000100266.19","","ENSG00000147862.18","",
"6","468142.226190473","regulates","RE","CHAMP1 (regulates) FNBP1","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) FNBP1","S405s","SCION","","","ENSG00000187239.17","","muscle","0.103088590112526"
,"26975.449999998516","binds","","RARA (binds) CORO1C","chr12","108829087","108828589","","false","binds","RARA (binds) CORO1C","","MAGICAL","-","ENSG00000110880.11","","ENSG00000131759.18","",
,"15406.305555554338","binds","","NFIB (binds) CCDC136","chr7","128756785","128755581","","false","binds","NFIB (binds) CCDC136","","MAGICAL","+","ENSG00000128596.17","","ENSG00000147862.18","",
,"13488.766666665282","binds","","NFIB (binds) KLHL40","chr3","42697821","42696862","","false","binds","NFIB (binds) KLHL40","","MAGICAL","+","ENSG00000157119.12","","ENSG00000147862.18","",
,"637211.2151701885","binds","","RARA (binds) CCDC62","chr12","122842156","122841596","","false","binds","RARA (binds) CCDC62","","MAGICAL","+","ENSG00000130783.14","","ENSG00000131759.18","",
,"73392.5178571384","binds","","NFIB (binds) TNFRSF1B","chr1","12162616","12161167","","false","binds","NFIB (binds) TNFRSF1B","","MAGICAL","+","ENSG00000028137.19","","ENSG00000147862.18","",
"6","125617.67499998609","regulates","RE","CHAMP1 (regulates) ANXA6","",,,"Q96JM3_S214s","false","regulates","CHAMP1 (regulates) ANXA6","S214s","SCION","","","ENSG00000197043.14","","muscle","0.129082745038484"
,"60127.64448051568","binds","","NFIB (binds) ZNF697","chr1","119627466","119626832","","false","binds","NFIB (binds) ZNF697","","MAGICAL","-","ENSG00000143067.5","","ENSG00000147862.18","",
"6","77776.72142857169","regulates","RE","CHAMP1 (regulates) MRPL21","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) MRPL21","S405s","SCION","","","ENSG00000197345.13","","muscle","0.114674977870228"
"6","445831.30752208486","regulates","RE","CHAMP1 (regulates) MTOR","",,,"Q96JM3_S214s","false","regulates","CHAMP1 (regulates) MTOR","S214s","SCION","","","ENSG00000198793.13","","muscle","0.136750210697978"
,"7966.771544245322","binds","","RARA (binds) ATP6V1F","chr7","128849128","128848928","","false","binds","RARA (binds) ATP6V1F","","MAGICAL","+","ENSG00000128524.5","","ENSG00000131759.18","",
,"26935.696997928466","binds","","NFIB (binds) MAT2A","chr2","85505399","85504466","","false","binds","NFIB (binds) MAT2A","","MAGICAL","+","ENSG00000168906.13","","ENSG00000147862.18","",
"6","546265.1641636456","regulates","RE","CHAMP1 (regulates) MRPS18B","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) MRPS18B","S627s","SCION","","","ENSG00000204568.12","","muscle","0.116635957232809"
,"17295.524999999987","binds","","NFIB (binds) TMEM214","chr2","27064502","27063461","","false","binds","NFIB (binds) TMEM214","","MAGICAL","+","ENSG00000119777.20","","ENSG00000147862.18","",
"6","471548.54285715485","regulates","RE","CHAMP1 (regulates) DHX16","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) DHX16","S405s","SCION","","","ENSG00000204560.10","","muscle","0.157285331219499"
,"777222.6308960139","binds","","NFIB (binds) RARA","chr17","40314973","40314586","","false","binds","NFIB (binds) RARA","","MAGICAL","+","ENSG00000131759.18","","ENSG00000147862.18","",
"6","344439.5887391042","regulates","RE","CHAMP1 (regulates) GIMAP1","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) GIMAP1","S627s","SCION","","","ENSG00000213203.3","","muscle","0.154587507465524"
,"17495.33333333333","binds","","NFIB (binds) HOMER2","chr15","82899492","82898927","","false","binds","NFIB (binds) HOMER2","","MAGICAL","-","ENSG00000103942.13","","ENSG00000147862.18","",
,"5.604969833904895E7","binds","","RARA (binds) SPEN","chr1","15801280","15799038","","false","binds","RARA (binds) SPEN","","MAGICAL","+","ENSG00000065526.12","","ENSG00000131759.18","",
"6","85361.34803529462","regulates","RE","CHAMP1 (regulates) KANSL1-AS1","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) KANSL1-AS1","S405s","SCION","","","ENSG00000214401.5","","muscle","0.178814465361959"
,"11468.714285713815","binds","","NFIB (binds) OST4","chr2","27064502","27063461","","false","binds","NFIB (binds) OST4","","MAGICAL","-","ENSG00000228474.6","","ENSG00000147862.18","",
,"19219.374999999378","binds","","RARA (binds) C18orf25","chr18","46197885","46196657","","false","binds","RARA (binds) C18orf25","","MAGICAL","+","ENSG00000152242.11","","ENSG00000131759.18","",
"6","467483.4595238107","regulates","RE","CHAMP1 (regulates) GET4","",,,"Q96JM3_S214s","false","regulates","CHAMP1 (regulates) GET4","S214s","SCION","","","ENSG00000239857.7","","muscle","0.157376593928553"
,"17078.72222222097","binds","","NFIB (binds) NRAP","chr10","113588586","113587602","","false","binds","NFIB (binds) NRAP","","MAGICAL","-","ENSG00000197893.14","","ENSG00000147862.18","",
"6","546265.1641636456","regulates","RE","CHAMP1 (regulates) ATP5PO","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) ATP5PO","S627s","SCION","","","ENSG00000241837.7","","muscle","0.125971916616011"
,"1.0469285572540767E7","binds","","NFIB (binds) SPEN","chr1","15801280","15799038","","false","binds","NFIB (binds) SPEN","","MAGICAL","+","ENSG00000065526.12","","ENSG00000147862.18","",
"6","402818.503676218","regulates","RE","CHAMP1 (regulates) OIP5-AS1","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) OIP5-AS1","S627s","SCION","","","ENSG00000247556.6","","muscle","0.101524260333204"
,"4435529.076676428","binds","","NFIB (binds) PURB","chr7","44867871","44866586","","false","binds","NFIB (binds) PURB","","MAGICAL","-","ENSG00000146676.10","","ENSG00000147862.18","",
,"2.990249411867918E7","binds","","RARA (binds) PURB","chr7","44867871","44866586","","false","binds","RARA (binds) PURB","","MAGICAL","-","ENSG00000146676.10","","ENSG00000131759.18","",
,"114990.11089085654","binds","","NFIB (binds) CLSTN1","chr1","9891058","9890154","","false","binds","NFIB (binds) CLSTN1","","MAGICAL","-","ENSG00000171603.18","","ENSG00000147862.18","",
"6","351444.28961321583","regulates","RE","CHAMP1 (regulates) ENSG00000261303.6","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) ENSG00000261303.6","S627s","SCION","","","ENSG00000261303.6","","muscle","0.12249969869779"
,"208169.67161171386","binds","","RARA (binds) GPR75","chr2","53867736","53866833","","false","binds","RARA (binds) GPR75","","MAGICAL","-","ENSG00000119737.6","","ENSG00000131759.18","",
"6","386279.1152174038","regulates","RE","CHAMP1 (regulates) MRPL46","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) MRPL46","S627s","SCION","","","ENSG00000259494.2","","muscle","0.169427123935591"
,"643178.8595238042","binds","","RARA (binds) ERLIN2","chr8","37831076","37830235","","false","binds","RARA (binds) ERLIN2","","MAGICAL","+","ENSG00000147475.17","","ENSG00000131759.18","",
,"44273.8532051314","binds","","NFIB (binds) MAP3K20","chr2","173049884","173049212","","false","binds","NFIB (binds) MAP3K20","","MAGICAL","+","ENSG00000091436.17","","ENSG00000147862.18","",
,"345318.9651615929","binds","","RARA (binds) SUMF2","chr7","56083961","56083147","","false","binds","RARA (binds) SUMF2","","MAGICAL","+","ENSG00000129103.19","","ENSG00000131759.18","",
"6","111032.57619047628","regulates","RE","CHAMP1 (regulates) MRM1","",,,"Q96JM3_S627s","false","regulates","CHAMP1 (regulates) MRM1","S627s","SCION","","","ENSG00000278619.5","","muscle","0.106124534022419"
,"82969.67768897166","binds","","RARA (binds) ZBTB49","chr4","4309469","4308394","","false","binds","RARA (binds) ZBTB49","","MAGICAL","+","ENSG00000168826.16","","ENSG00000131759.18","",
,"296167.6149331707","binds","","NFIB (binds) PSMA7","chr20","62160288","62159067","","false","binds","NFIB (binds) PSMA7","","MAGICAL","-","ENSG00000101182.15","","ENSG00000147862.18","",
"6","664494.7047618128","regulates","RE","CHAMP1 (regulates) LINC02371","",,,"Q96JM3_S405s","false","regulates","CHAMP1 (regulates) LINC02371","S405s","SCION","","","ENSG00000274659.3","","muscle","0.267106271365918"
"6","645324.1690476947","regulates","RE","CHAMP1 (regulates) DUS4L-BCAP29","",,,"Q96JM3_S214s","false","regulates","CHAMP1 (regulates) DUS4L-BCAP29","S214s","SCION","","","ENSG00000288558.2","","muscle","0.119418169723031"
,"217013.74265909923","binds","","NFIB (binds) SUMF2","chr7","56083961","56083147","","false","binds","NFIB (binds) SUMF2","","MAGICAL","+","ENSG00000129103.19","","ENSG00000147862.18","",
,"14326.641666668864","binds","","NFIB (binds) ACTN2","chr1","236743282","236742863","","false","binds","NFIB (binds) ACTN2","","MAGICAL","+","ENSG00000077522.15","","ENSG00000147862.18","",
,"109851.20557358534","binds","","NFIB (binds) CASC3","chr17","40182908","40182633","","false","binds","NFIB (binds) CASC3","","MAGICAL","+","ENSG00000108349.17","","ENSG00000147862.18","",
,"15350.69999999846","binds","","RARA (binds) SRSF10","chr1","24047536","24046906","","false","binds","RARA (binds) SRSF10","","MAGICAL","-","ENSG00000188529.15","","ENSG00000131759.18","",
,"13534.041666667918","binds","","NFIB (binds) HHATL","chr3","42697821","42696862","","false","binds","NFIB (binds) HHATL","","MAGICAL","-","ENSG00000010282.15","","ENSG00000147862.18","",
"7","651900.8766788923","regulates","RE","CHAMP1 (regulates) JMJD6","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) JMJD6","S542s","SCION","","","ENSG00000070495.15","","muscle","0.11696978812831"
,"45273.1202380949","binds","","NFIB (binds) SSH1","chr12","108839696","108838183","","false","binds","NFIB (binds) SSH1","","MAGICAL","-","ENSG00000084112.15","","ENSG00000147862.18","",
,"14909.371568627337","binds","","RARA (binds) GPRC5B","chr16","19810177","19808654","","false","binds","RARA (binds) GPRC5B","","MAGICAL","-","ENSG00000167191.12","","ENSG00000131759.18","",
,"101205.75056022493","binds","","NFIB (binds) CTNNBIP1","chr1","9891058","9890154","","false","binds","NFIB (binds) CTNNBIP1","","MAGICAL","-","ENSG00000178585.15","","ENSG00000147862.18","",
,"33538.345454547685","binds","","NFIB (binds) TFRC","chr3","196020044","196019320","","false","binds","NFIB (binds) TFRC","","MAGICAL","-","ENSG00000072274.13","","ENSG00000147862.18","",
,"8900.08333333281","binds","","RARA (binds) OST4","chr2","27011203","27010644","","false","binds","RARA (binds) OST4","","MAGICAL","-","ENSG00000228474.6","","ENSG00000131759.18","",
,"994909.4965367645","binds","","NFIB (binds) CECR2","chr22","17338017","17337073","","false","binds","NFIB (binds) CECR2","","MAGICAL","+","ENSG00000099954.19","","ENSG00000147862.18","",
"7","481847.22619047266","regulates","RE","CHAMP1 (regulates) ICAM1","",,,"Q96JM3_S603s","false","regulates","CHAMP1 (regulates) ICAM1","S603s","SCION","","","ENSG00000090339.9","","muscle","0.105935217442991"
,"49864.52023809537","binds","","NFIB (binds) DUSP13","chr10","75043062","75042398","","false","binds","NFIB (binds) DUSP13","","MAGICAL","-","ENSG00000079393.21","","ENSG00000147862.18","",
,"82571.71731601389","binds","","NFIB (binds) LRRN2","chr1","204723805","204722565","","false","binds","NFIB (binds) LRRN2","","MAGICAL","-","ENSG00000170382.12","","ENSG00000147862.18","",
,"9507.375","binds","","NFIB (binds) NEB","chr2","151656411","151655623","","false","binds","NFIB (binds) NEB","","MAGICAL","-","ENSG00000183091.21","","ENSG00000147862.18","",
,"21233.071526186828","binds","","RARA (binds) MAPRE3","chr2","27011203","27010644","","false","binds","RARA (binds) MAPRE3","","MAGICAL","+","ENSG00000084764.12","","ENSG00000131759.18","",
,"21869.54523809579","binds","","RARA (binds) NEB","chr2","151669451","151669199","","false","binds","RARA (binds) NEB","","MAGICAL","-","ENSG00000183091.21","","ENSG00000131759.18","",
,"104206.44072039018","binds","","RARA (binds) ZBTB38","chr3","141275796","141274633","","false","binds","RARA (binds) ZBTB38","","MAGICAL","+","ENSG00000177311.12","","ENSG00000131759.18","",
,"71630.51154056068","binds","","RARA (binds) ATP5F1C","chr10","7797779","7797126","","false","binds","RARA (binds) ATP5F1C","","MAGICAL","+","ENSG00000165629.20","","ENSG00000131759.18","",
,"55140.83106060732","binds","","STAT2 (binds) ABRA","chr8","106766070","106765293","","false","binds","STAT2 (binds) ABRA","","MAGICAL","-","ENSG00000174429.4","","ENSG00000170581.14","",
,"36120.380303029735","binds","","STAT2 (binds) LAD1","chr1","201400716","201398526","","false","binds","STAT2 (binds) LAD1","","MAGICAL","-","ENSG00000159166.15","","ENSG00000170581.14","",
"7","36296.72408907001","regulates","RE","CHAMP1 (regulates) PPP1R3C","",,,"Q96JM3_S603s","false","regulates","CHAMP1 (regulates) PPP1R3C","S603s","SCION","","","ENSG00000119938.9","","muscle","0.11709807572013"
,"31026.495725109176","binds","","STAT2 (binds) HHATL-AS1","chr3","42694770","42694534","","false","binds","STAT2 (binds) HHATL-AS1","","MAGICAL","+","ENSG00000230970.4","","ENSG00000170581.14","",
"7","455773.7817460446","regulates","RE","CHAMP1 (regulates) ALG2","",,,"Q96JM3_S603s","false","regulates","CHAMP1 (regulates) ALG2","S603s","SCION","","","ENSG00000119523.10","","muscle","0.129998136616141"
,"435078.280051902","binds","","STAT2 (binds) TLNRD1","chr15","80933556","80931887","","false","binds","STAT2 (binds) TLNRD1","","MAGICAL","+","ENSG00000140406.4","","ENSG00000170581.14","",
,"50815.714465648955","binds","","STAT2 (binds) VGLL2","chr6","117276043","117274769","","false","binds","STAT2 (binds) VGLL2","","MAGICAL","+","ENSG00000170162.14","","ENSG00000170581.14","",
,"83570.76513025307","binds","","STAT2 (binds) FCSK","chr16","70494731","70493236","","false","binds","STAT2 (binds) FCSK","","MAGICAL","+","ENSG00000157353.17","","ENSG00000170581.14","",
,"113393.29209957234","binds","","STAT2 (binds) MRNIP","chr5","179838983","179838635","","false","binds","STAT2 (binds) MRNIP","","MAGICAL","-","ENSG00000161010.16","","ENSG00000170581.14","",
,"50693.60628815425","binds","","STAT2 (binds) JOSD1","chr22","38715000","38714508","","false","binds","STAT2 (binds) JOSD1","","MAGICAL","-","ENSG00000100221.11","","ENSG00000170581.14","",
,"298488.94261293474","binds","","STAT2 (binds) VPS52","chr6","33280606","33279145","","false","binds","STAT2 (binds) VPS52","","MAGICAL","-","ENSG00000223501.9","","ENSG00000170581.14","",
,"42628.296520146185","binds","","STAT2 (binds) IFRD1","chr7","112476894","112476358","","false","binds","STAT2 (binds) IFRD1","","MAGICAL","+","ENSG00000006652.15","","ENSG00000170581.14","",
,"55601.282936505144","binds","","STAT2 (binds) LSMEM1","chr7","112423574","112422704","","false","binds","STAT2 (binds) LSMEM1","","MAGICAL","+","ENSG00000181016.9","","ENSG00000170581.14","",
,"514883.2603174761","binds","","STAT2 (binds) CIRBP","chr19","1332296","1331503","","false","binds","STAT2 (binds) CIRBP","","MAGICAL","+","ENSG00000099622.14","","ENSG00000170581.14","",
,"265953.41520146484","binds","","STAT2 (binds) SIRT5","chr6","13495718","13495171","","false","binds","STAT2 (binds) SIRT5","","MAGICAL","+","ENSG00000124523.17","","ENSG00000170581.14","",
,"55835.72478633145","binds","","STAT2 (binds) ZNF142","chr2","218623674","218622625","","false","binds","STAT2 (binds) ZNF142","","MAGICAL","-","ENSG00000115568.16","","ENSG00000170581.14","",
,"5804247.766782484","binds","","STAT2 (binds) MAFF","chr22","38262853","38261672","","false","binds","STAT2 (binds) MAFF","","MAGICAL","+","ENSG00000185022.12","","ENSG00000170581.14","",
